Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Malaysia,Sweet potatoes,2011,119255,2714.01,41562.16,27.27,2183.644871,16.85
Malaysia,Sweet potatoes,2012,215175,2575.97,49810.48,27.36,1916.840166,17.54
Malaysia,Sweet potatoes,2013,166824,2513.55,61445.6,27.8,1985.865205,17.47
Mali,Cassava,1990,72500,129.6,95.7,27.61,7.403799318,23.24
Mali,Cassava,1991,72859,130.91,54.63,27.58,7.270964615,23.27
Mali,Cassava,1992,74000,117.56,35.42,27.2,12.62135922,22.85
Mali,Cassava,1993,73250,116.09,33.19,27.55,8.169934641,23.12
Mali,Cassava,1994,73436,205.48,30.96,27.05,7.911392405,22.64
Mali,Cassava,1995,74061,120.78,28.73,27.25,8.169440242,22.78
Mali,Cassava,1996,90000,85.98,26.51,27.64,6.026490066,23.13
Mali,Cassava,1997,100000,79.05,24.28,27.38,10.55187638,23.25
Mali,Cassava,1998,109509,94.57,22.05,28.08,10.13245033,23.12
Mali,Cassava,1999,94328,118.23,19.82,27.26,10.99337748,22.91
Mali,Cassava,2000,115886,120.89,17.59,27.51,8.796247241,23.17
Mali,Cassava,2001,89909,98.32,15.36,27.79,9.271523179,24.03
Mali,Cassava,2002,115892,90.52,13.13,28.18,18.41489796,23.52
Mali,Cassava,2004,178976,76.33,8.67,28.07,16.67421461,23.36
Mali,Cassava,2005,146798,140.66,14.84,28.13,14.92468321,22.79
Mali,Cassava,2006,180178,145.41,11.87,27.62,17.83988022,23.3
Mali,Cassava,2007,162236,115.35,7.72,27.94,13.52634298,23.36
Mali,Cassava,2008,158875,115.55,9.99,27.62,17.39214061,23.34
Mali,Cassava,2009,180749,137.57,4.12,27.89,17.64635355,22.76
Mali,Cassava,2010,153919,187.23,3.84,28.18,18.50790609,22.71
Mali,Cassava,2011,155504,145.45,3.25,27.79,9.604806202,23.19
Mali,Cassava,2012,156860,258.49,1.52,27.39,8.914595572,22.71
Mali,Cassava,2013,155621,126.82,1.52,28.53,13.6980082,23.37
Mali,Maize,1990,11566,129.6,95.7,27.61,7.403799318,23.24
Mali,Maize,1991,13824,130.91,54.63,27.58,7.270964615,23.27
Mali,Maize,1992,10050,117.56,35.42,27.2,12.62135922,22.85
Mali,Maize,1993,11029,116.09,33.19,27.55,8.169934641,23.12
Mali,Maize,1994,11347,205.48,30.96,27.05,7.911392405,22.64
Mali,Maize,1995,12843,120.78,28.73,27.25,8.169440242,22.78
Mali,Maize,1996,15845,85.98,26.51,27.64,6.026490066,23.13
Mali,Maize,1997,16930,79.05,24.28,27.38,10.55187638,23.25
Mali,Maize,1998,16416,94.57,22.05,28.08,10.13245033,23.12
Mali,Maize,1999,14541,118.23,19.82,27.26,10.99337748,22.91
Mali,Maize,2000,13322,120.89,17.59,27.51,8.796247241,23.17
Mali,Maize,2001,11585,98.32,15.36,27.79,9.271523179,24.03
Mali,Maize,2002,11478,90.52,13.13,28.18,18.41489796,23.52
Mali,Maize,2004,18210,76.33,8.67,28.07,16.67421461,23.36
Mali,Maize,2005,14933,140.66,14.84,28.13,14.92468321,22.79
Mali,Maize,2006,17134,145.41,11.87,27.62,17.83988022,23.3
Mali,Maize,2007,16831,115.35,7.72,27.94,13.52634298,23.36
Mali,Maize,2008,19732,115.55,9.99,27.62,17.39214061,23.34
Mali,Maize,2009,33349,137.57,4.12,27.89,17.64635355,22.76
Mali,Maize,2010,26886,187.23,3.84,28.18,18.50790609,22.71
Mali,Maize,2011,14037,145.45,3.25,27.79,9.604806202,23.19
Mali,Maize,2012,24427,258.49,1.52,27.39,8.914595572,22.71
Mali,Maize,2013,25927,126.82,1.52,28.53,13.6980082,23.37
Mali,Potatoes,1990,180000,129.6,95.7,27.61,7.403799318,23.24
Mali,Potatoes,1991,175000,130.91,54.63,27.58,7.270964615,23.27
Mali,Potatoes,1992,178057,117.56,35.42,27.2,12.62135922,22.85
Mali,Potatoes,1993,180000,116.09,33.19,27.55,8.169934641,23.12
Mali,Potatoes,1994,181975,205.48,30.96,27.05,7.911392405,22.64
Mali,Potatoes,1995,182175,120.78,28.73,27.25,8.169440242,22.78
Mali,Potatoes,1996,182682,85.98,26.51,27.64,6.026490066,23.13
Mali,Potatoes,1997,183335,79.05,24.28,27.38,10.55187638,23.25
Mali,Potatoes,1998,183333,94.57,22.05,28.08,10.13245033,23.12
Mali,Potatoes,1999,186268,118.23,19.82,27.26,10.99337748,22.91
Mali,Potatoes,2000,187278,120.89,17.59,27.51,8.796247241,23.17
Mali,Potatoes,2001,185714,98.32,15.36,27.79,9.271523179,24.03
Mali,Potatoes,2002,180217,90.52,13.13,28.18,18.41489796,23.52
Mali,Potatoes,2004,163954,76.33,8.67,28.07,16.67421461,23.36
Mali,Potatoes,2005,194956,140.66,14.84,28.13,14.92468321,22.79
Mali,Potatoes,2006,238984,145.41,11.87,27.62,17.83988022,23.3
Mali,Potatoes,2007,240551,115.35,7.72,27.94,13.52634298,23.36
Mali,Potatoes,2008,239915,115.55,9.99,27.62,17.39214061,23.34
Mali,Potatoes,2009,237913,137.57,4.12,27.89,17.64635355,22.76
Mali,Potatoes,2010,220473,187.23,3.84,28.18,18.50790609,22.71
Mali,Potatoes,2011,204721,145.45,3.25,27.79,9.604806202,23.19
Mali,Potatoes,2012,198983,258.49,1.52,27.39,8.914595572,22.71
Mali,Potatoes,2013,193555,126.82,1.52,28.53,13.6980082,23.37
Mali,"Rice, paddy",1990,14360,129.6,95.7,27.61,7.403799318,23.24
Mali,"Rice, paddy",1991,17274,130.91,54.63,27.58,7.270964615,23.27
Mali,"Rice, paddy",1992,17583,117.56,35.42,27.2,12.62135922,22.85
Mali,"Rice, paddy",1993,17350,116.09,33.19,27.55,8.169934641,23.12
Mali,"Rice, paddy",1994,16518,205.48,30.96,27.05,7.911392405,22.64
Mali,"Rice, paddy",1995,15484,120.78,28.73,27.25,8.169440242,22.78
Mali,"Rice, paddy",1996,19140,85.98,26.51,27.64,6.026490066,23.13
Mali,"Rice, paddy",1997,17554,79.05,24.28,27.38,10.55187638,23.25
Mali,"Rice, paddy",1998,21991,94.57,22.05,28.08,10.13245033,23.12
Mali,"Rice, paddy",1999,22366,118.23,19.82,27.26,10.99337748,22.91
Mali,"Rice, paddy",2000,21058,120.89,17.59,27.51,8.796247241,23.17
Mali,"Rice, paddy",2001,20095,98.32,15.36,27.79,9.271523179,24.03
Mali,"Rice, paddy",2002,19439,90.52,13.13,28.18,18.41489796,23.52
Mali,"Rice, paddy",2004,22803,76.33,8.67,28.07,16.67421461,23.36
Mali,"Rice, paddy",2005,22845,140.66,14.84,28.13,14.92468321,22.79
Mali,"Rice, paddy",2006,25783,145.41,11.87,27.62,17.83988022,23.3
Mali,"Rice, paddy",2007,27621,115.35,7.72,27.94,13.52634298,23.36
Mali,"Rice, paddy",2008,33660,115.55,9.99,27.62,17.39214061,23.34
Mali,"Rice, paddy",2009,30646,137.57,4.12,27.89,17.64635355,22.76
Mali,"Rice, paddy",2010,21044,187.23,3.84,28.18,18.50790609,22.71
Mali,"Rice, paddy",2011,30210,145.45,3.25,27.79,9.604806202,23.19
Mali,"Rice, paddy",2012,34486,258.49,1.52,27.39,8.914595572,22.71
Mali,"Rice, paddy",2013,30009,126.82,1.52,28.53,13.6980082,23.37
Mali,Sorghum,1990,6571,129.6,95.7,27.61,7.403799318,23.24
Mali,Sorghum,1991,10898,130.91,54.63,27.58,7.270964615,23.27
Mali,Sorghum,1992,6449,117.56,35.42,27.2,12.62135922,22.85
Mali,Sorghum,1993,7534,116.09,33.19,27.55,8.169934641,23.12
Mali,Sorghum,1994,7641,205.48,30.96,27.05,7.911392405,22.64
Mali,Sorghum,1995,8345,120.78,28.73,27.25,8.169440242,22.78
Mali,Sorghum,1996,9990,85.98,26.51,27.64,6.026490066,23.13
Mali,Sorghum,1997,9757,79.05,24.28,27.38,10.55187638,23.25
Mali,Sorghum,1998,9737,94.57,22.05,28.08,10.13245033,23.12
Mali,Sorghum,1999,9397,118.23,19.82,27.26,10.99337748,22.91
Mali,Sorghum,2000,8368,120.89,17.59,27.51,8.796247241,23.17
Mali,Sorghum,2001,7370,98.32,15.36,27.79,9.271523179,24.03
Mali,Sorghum,2002,6951,90.52,13.13,28.18,18.41489796,23.52
Mali,Sorghum,2004,11509,76.33,8.67,28.07,16.67421461,23.36
Mali,Sorghum,2005,8454,140.66,14.84,28.13,14.92468321,22.79
Mali,Sorghum,2006,8393,145.41,11.87,27.62,17.83988022,23.3
Mali,Sorghum,2007,8262,115.35,7.72,27.94,13.52634298,23.36
Mali,Sorghum,2008,10365,115.55,9.99,27.62,17.39214061,23.34
Mali,Sorghum,2009,15941,137.57,4.12,27.89,17.64635355,22.76
Mali,Sorghum,2010,9951,187.23,3.84,28.18,18.50790609,22.71
Mali,Sorghum,2011,7067,145.45,3.25,27.79,9.604806202,23.19
Mali,Sorghum,2012,10612,258.49,1.52,27.39,8.914595572,22.71
Mali,Sorghum,2013,11052,126.82,1.52,28.53,13.6980082,23.37
Mali,Soybeans,1990,16667,129.6,95.7,27.61,7.403799318,23.24
Mali,Soybeans,1991,16817,130.91,54.63,27.58,7.270964615,23.27
Mali,Soybeans,1992,16750,117.56,35.42,27.2,12.62135922,22.85
Mali,Soybeans,1993,17000,116.09,33.19,27.55,8.169934641,23.12
Mali,Soybeans,1994,16454,205.48,30.96,27.05,7.911392405,22.64
Mali,Soybeans,1995,16364,120.78,28.73,27.25,8.169440242,22.78
Mali,Soybeans,1996,16103,85.98,26.51,27.64,6.026490066,23.13
Mali,Soybeans,1997,16010,79.05,24.28,27.38,10.55187638,23.25
Mali,Soybeans,1998,16667,94.57,22.05,28.08,10.13245033,23.12
Mali,Soybeans,1999,15739,118.23,19.82,27.26,10.99337748,22.91
Mali,Soybeans,2000,15540,120.89,17.59,27.51,8.796247241,23.17
Mali,Soybeans,2001,16154,98.32,15.36,27.79,9.271523179,24.03
Mali,Soybeans,2002,15265,90.52,13.13,28.18,18.41489796,23.52
Mali,Soybeans,2004,17361,76.33,8.67,28.07,16.67421461,23.36
Mali,Soybeans,2005,17171,140.66,14.84,28.13,14.92468321,22.79
Mali,Soybeans,2006,16032,145.41,11.87,27.62,17.83988022,23.3
Mali,Soybeans,2007,12147,115.35,7.72,27.94,13.52634298,23.36
Mali,Soybeans,2008,6214,115.55,9.99,27.62,17.39214061,23.34
Mali,Soybeans,2009,6274,137.57,4.12,27.89,17.64635355,22.76
Mali,Soybeans,2010,6881,187.23,3.84,28.18,18.50790609,22.71
Mali,Soybeans,2011,8715,145.45,3.25,27.79,9.604806202,23.19
Mali,Soybeans,2012,8611,258.49,1.52,27.39,8.914595572,22.71
Mali,Soybeans,2013,7219,126.82,1.52,28.53,13.6980082,23.37
Mali,Sweet potatoes,1990,48316,129.6,95.7,27.61,7.403799318,23.24
Mali,Sweet potatoes,1991,46740,130.91,54.63,27.58,7.270964615,23.27
Mali,Sweet potatoes,1992,47872,117.56,35.42,27.2,12.62135922,22.85
Mali,Sweet potatoes,1993,51033,116.09,33.19,27.55,8.169934641,23.12
Mali,Sweet potatoes,1994,52488,205.48,30.96,27.05,7.911392405,22.64
Mali,Sweet potatoes,1995,55972,120.78,28.73,27.25,8.169440242,22.78
Mali,Sweet potatoes,1996,58941,85.98,26.51,27.64,6.026490066,23.13
Mali,Sweet potatoes,1997,53333,79.05,24.28,27.38,10.55187638,23.25
Mali,Sweet potatoes,1998,41819,94.57,22.05,28.08,10.13245033,23.12
Mali,Sweet potatoes,1999,106147,118.23,19.82,27.26,10.99337748,22.91
Mali,Sweet potatoes,2000,99214,120.89,17.59,27.51,8.796247241,23.17
Mali,Sweet potatoes,2001,124090,98.32,15.36,27.79,9.271523179,24.03
Mali,Sweet potatoes,2002,158037,90.52,13.13,28.18,18.41489796,23.52
Mali,Sweet potatoes,2004,165227,76.33,8.67,28.07,16.67421461,23.36
Mali,Sweet potatoes,2005,159665,140.66,14.84,28.13,14.92468321,22.79
Mali,Sweet potatoes,2006,186516,145.41,11.87,27.62,17.83988022,23.3
Mali,Sweet potatoes,2007,190602,115.35,7.72,27.94,13.52634298,23.36
Mali,Sweet potatoes,2008,202336,115.55,9.99,27.62,17.39214061,23.34
Mali,Sweet potatoes,2009,191228,137.57,4.12,27.89,17.64635355,22.76
Mali,Sweet potatoes,2010,188048,187.23,3.84,28.18,18.50790609,22.71
Mali,Sweet potatoes,2011,181391,145.45,3.25,27.79,9.604806202,23.19
Mali,Sweet potatoes,2012,176736,258.49,1.52,27.39,8.914595572,22.71
Mali,Sweet potatoes,2013,174581,126.82,1.52,28.53,13.6980082,23.37
Mali,Wheat,1990,11991,129.6,95.7,27.61,7.403799318,23.24
Mali,Wheat,1991,20000,130.91,54.63,27.58,7.270964615,23.27
Mali,Wheat,1992,13987,117.56,35.42,27.2,12.62135922,22.85
Mali,Wheat,1993,30909,116.09,33.19,27.55,8.169934641,23.12
Mali,Wheat,1994,16278,205.48,30.96,27.05,7.911392405,22.64
Mali,Wheat,1995,21040,120.78,28.73,27.25,8.169440242,22.78
Mali,Wheat,1996,19658,85.98,26.51,27.64,6.026490066,23.13
Mali,Wheat,1997,12752,79.05,24.28,27.38,10.55187638,23.25
Mali,Wheat,1998,24925,94.57,22.05,28.08,10.13245033,23.12
Mali,Wheat,1999,21696,118.23,19.82,27.26,10.99337748,22.91
Mali,Wheat,2000,23515,120.89,17.59,27.51,8.796247241,23.17
Mali,Wheat,2001,25237,98.32,15.36,27.79,9.271523179,24.03
Mali,Wheat,2002,25687,90.52,13.13,28.18,18.41489796,23.52
Mali,Wheat,2004,25296,76.33,8.67,28.07,16.67421461,23.36
Mali,Wheat,2005,22001,140.66,14.84,28.13,14.92468321,22.79
Mali,Wheat,2006,24025,145.41,11.87,27.62,17.83988022,23.3
Mali,Wheat,2007,25029,115.35,7.72,27.94,13.52634298,23.36
Mali,Wheat,2008,24409,115.55,9.99,27.62,17.39214061,23.34
Mali,Wheat,2009,29665,137.57,4.12,27.89,17.64635355,22.76
Mali,Wheat,2010,25543,187.23,3.84,28.18,18.50790609,22.71
Mali,Wheat,2011,34378,145.45,3.25,27.79,9.604806202,23.19
Mali,Wheat,2012,40285,258.49,1.52,27.39,8.914595572,22.71
Mali,Wheat,2013,39754,126.82,1.52,28.53,13.6980082,23.37
Mali,Yams,1990,45091,129.6,95.7,27.61,7.403799318,23.24
Mali,Yams,1991,50455,130.91,54.63,27.58,7.270964615,23.27
Mali,Yams,1992,37108,117.56,35.42,27.2,12.62135922,22.85
Mali,Yams,1993,43023,116.09,33.19,27.55,8.169934641,23.12
Mali,Yams,1994,42104,205.48,30.96,27.05,7.911392405,22.64
Mali,Yams,1995,40000,120.78,28.73,27.25,8.169440242,22.78
Mali,Yams,1996,37143,85.98,26.51,27.64,6.026490066,23.13
Mali,Yams,1997,35000,79.05,24.28,27.38,10.55187638,23.25
Mali,Yams,1998,28376,94.57,22.05,28.08,10.13245033,23.12
Mali,Yams,1999,122356,118.23,19.82,27.26,10.99337748,22.91
Mali,Yams,2000,195076,120.89,17.59,27.51,8.796247241,23.17
Mali,Yams,2001,100822,98.32,15.36,27.79,9.271523179,24.03
Mali,Yams,2002,132132,90.52,13.13,28.18,18.41489796,23.52
Mali,Yams,2004,205712,76.33,8.67,28.07,16.67421461,23.36
Mali,Yams,2005,165917,140.66,14.84,28.13,14.92468321,22.79
Mali,Yams,2006,250000,145.41,11.87,27.62,17.83988022,23.3
Mali,Yams,2007,249941,115.35,7.72,27.94,13.52634298,23.36
Mali,Yams,2008,212980,115.55,9.99,27.62,17.39214061,23.34
Mali,Yams,2009,203082,137.57,4.12,27.89,17.64635355,22.76
Mali,Yams,2010,234857,187.23,3.84,28.18,18.50790609,22.71
Mali,Yams,2011,223344,145.45,3.25,27.79,9.604806202,23.19
Mali,Yams,2012,211794,258.49,1.52,27.39,8.914595572,22.71
Mali,Yams,2013,206300,126.82,1.52,28.53,13.6980082,23.37
Mauritania,Maize,1990,6789,39.82,39.09,27.67,9.75,22.83
Mauritania,Maize,1991,5966,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Maize,1992,7684,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Maize,1993,12291,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Maize,1994,4987,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Maize,1995,7996,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Maize,1996,5871,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Maize,1997,8627,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Maize,1998,8387,67.03,39.09,28.52,4.0,22.33
Mauritania,Maize,1999,7618,38.23,39.09,27.23,5.333333333,22.76
Mauritania,Maize,2000,9054,37.24,39.09,27.66,0.0,22.74
Mauritania,Maize,2001,10016,15.77,39.09,28.28,6.444444444,23.4
Mauritania,Maize,2002,5644,13.01,3.2,27.84,4.853333333,23.29
Mauritania,Maize,2004,11513,13.93,702.5,27.81,5.242222222,23.13
Mauritania,Maize,2005,8156,35.3,1.1,28.14,5.704444444,22.49
Mauritania,Maize,2006,4975,25.67,1.7,27.82,7.655555556,23.29
Mauritania,Maize,2007,7116,21.97,9.8,27.88,4.693333333,23.23
Mauritania,Maize,2008,7059,69.08,17.22,28.14,5.355555556,22.72
Mauritania,Maize,2009,5542,51.45,4.29,27.57,5.397777778,22.63
Mauritania,Maize,2010,8592,128.43,67.59,28.7,8.748888889,22.59
Mauritania,Maize,2011,6611,39.98,13.35,27.87,5.437777778,22.86
Mauritania,Maize,2012,6904,33.59,26.41,27.77,7.84,22.41
Mauritania,Maize,2013,4731,46.77,26.41,28.24,8.115555556,23.07
Mauritania,Potatoes,1990,54628,39.82,39.09,27.67,9.75,22.83
Mauritania,Potatoes,1991,46591,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Potatoes,1992,50000,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Potatoes,1993,40000,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Potatoes,1994,50000,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Potatoes,1995,47809,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Potatoes,1996,47985,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Potatoes,1997,50000,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Potatoes,1998,48000,67.03,39.09,28.52,4.0,22.33
Mauritania,Potatoes,1999,46667,38.23,39.09,27.23,5.333333333,22.76
Mauritania,Potatoes,2000,50000,37.24,39.09,27.66,0.0,22.74
Mauritania,Potatoes,2001,51429,15.77,39.09,28.28,6.444444444,23.4
Mauritania,Potatoes,2002,51282,13.01,3.2,27.84,4.853333333,23.29
Mauritania,Potatoes,2004,51778,13.93,702.5,27.81,5.242222222,23.13
Mauritania,Potatoes,2005,51163,35.3,1.1,28.14,5.704444444,22.49
Mauritania,Potatoes,2006,52752,25.67,1.7,27.82,7.655555556,23.29
Mauritania,Potatoes,2007,53231,21.97,9.8,27.88,4.693333333,23.23
Mauritania,Potatoes,2008,53810,69.08,17.22,28.14,5.355555556,22.72
Mauritania,Potatoes,2009,54030,51.45,4.29,27.57,5.397777778,22.63
Mauritania,Potatoes,2010,51163,128.43,67.59,28.7,8.748888889,22.59
Mauritania,Potatoes,2011,55446,39.98,13.35,27.87,5.437777778,22.86
Mauritania,Potatoes,2012,57143,33.59,26.41,27.77,7.84,22.41
Mauritania,Potatoes,2013,62857,46.77,26.41,28.24,8.115555556,23.07
Mauritania,"Rice, paddy",1990,33307,39.82,39.09,27.67,9.75,22.83
Mauritania,"Rice, paddy",1991,28127,68.1,39.09,27.38,12.56097561,22.65
Mauritania,"Rice, paddy",1992,39870,16.29,39.09,27.52,17.34047619,22.4
Mauritania,"Rice, paddy",1993,32860,66.09,39.09,27.37,10.69141531,22.69
Mauritania,"Rice, paddy",1994,27399,91.79,39.09,27.24,8.888888889,22.27
Mauritania,"Rice, paddy",1995,39360,66.81,39.09,27.7,8.888888889,22.49
Mauritania,"Rice, paddy",1996,38306,20.48,39.09,27.93,11.11111111,22.7
Mauritania,"Rice, paddy",1997,37189,52.93,39.09,28.28,3.826666667,22.53
Mauritania,"Rice, paddy",1998,40598,67.03,39.09,28.52,4.0,22.33
Mauritania,"Rice, paddy",1999,39680,38.23,39.09,27.23,5.333333333,22.76
Mauritania,"Rice, paddy",2000,42373,37.24,39.09,27.66,0.0,22.74
Mauritania,"Rice, paddy",2001,45266,15.77,39.09,28.28,6.444444444,23.4
Mauritania,"Rice, paddy",2002,45602,13.01,3.2,27.84,4.853333333,23.29
Mauritania,"Rice, paddy",2004,46995,13.93,702.5,27.81,5.242222222,23.13
Mauritania,"Rice, paddy",2005,38919,35.3,1.1,28.14,5.704444444,22.49
Mauritania,"Rice, paddy",2006,44809,25.67,1.7,27.82,7.655555556,23.29
Mauritania,"Rice, paddy",2007,47221,21.97,9.8,27.88,4.693333333,23.23
Mauritania,"Rice, paddy",2008,47631,69.08,17.22,28.14,5.355555556,22.72
Mauritania,"Rice, paddy",2009,39894,51.45,4.29,27.57,5.397777778,22.63
Mauritania,"Rice, paddy",2010,52310,128.43,67.59,28.7,8.748888889,22.59
Mauritania,"Rice, paddy",2011,50958,39.98,13.35,27.87,5.437777778,22.86
Mauritania,"Rice, paddy",2012,49788,33.59,26.41,27.77,7.84,22.41
Mauritania,"Rice, paddy",2013,49522,46.77,26.41,28.24,8.115555556,23.07
Mauritania,Sorghum,1990,5153,39.82,39.09,27.67,9.75,22.83
Mauritania,Sorghum,1991,4514,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Sorghum,1992,5020,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Sorghum,1993,5856,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Sorghum,1994,5773,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Sorghum,1995,6350,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Sorghum,1996,6859,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Sorghum,1997,4078,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Sorghum,1998,4677,67.03,39.09,28.52,4.0,22.33
Mauritania,Sorghum,1999,5350,38.23,39.09,27.23,5.333333333,22.76
Mauritania,Sorghum,2000,5248,37.24,39.09,27.66,0.0,22.74
Mauritania,Sorghum,2001,3322,15.77,39.09,28.28,6.444444444,23.4
Mauritania,Sorghum,2002,3581,13.01,3.2,27.84,4.853333333,23.29
Mauritania,Sorghum,2004,1448,13.93,702.5,27.81,5.242222222,23.13
Mauritania,Sorghum,2005,5156,35.3,1.1,28.14,5.704444444,22.49
Mauritania,Sorghum,2006,4037,25.67,1.7,27.82,7.655555556,23.29
Mauritania,Sorghum,2007,3976,21.97,9.8,27.88,4.693333333,23.23
Mauritania,Sorghum,2008,4395,69.08,17.22,28.14,5.355555556,22.72
Mauritania,Sorghum,2009,4902,51.45,4.29,27.57,5.397777778,22.63
Mauritania,Sorghum,2010,5094,128.43,67.59,28.7,8.748888889,22.59
Mauritania,Sorghum,2011,2793,39.98,13.35,27.87,5.437777778,22.86
Mauritania,Sorghum,2012,5074,33.59,26.41,27.77,7.84,22.41
Mauritania,Sorghum,2013,4843,46.77,26.41,28.24,8.115555556,23.07
Mauritania,Sweet potatoes,1990,8799,39.82,39.09,27.67,9.75,22.83
Mauritania,Sweet potatoes,1991,9974,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Sweet potatoes,1992,10000,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Sweet potatoes,1993,10000,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Sweet potatoes,1994,10000,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Sweet potatoes,1995,9988,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Sweet potatoes,1996,9990,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Sweet potatoes,1997,10000,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Sweet potatoes,1998,9996,67.03,39.09,28.52,4.0,22.33
Mauritania,Sweet potatoes,1999,9999,38.23,39.09,27.23,5.333333333,22.76
Mauritania,Sweet potatoes,2000,10001,37.24,39.09,27.66,0.0,22.74
Mauritania,Sweet potatoes,2001,10004,15.77,39.09,28.28,6.444444444,23.4
Mauritania,Sweet potatoes,2002,10007,13.01,3.2,27.84,4.853333333,23.29
Mauritania,Sweet potatoes,2004,10009,13.93,702.5,27.81,5.242222222,23.13
Mauritania,Sweet potatoes,2005,10008,35.3,1.1,28.14,5.704444444,22.49
Mauritania,Sweet potatoes,2006,10000,25.67,1.7,27.82,7.655555556,23.29
Mauritania,Sweet potatoes,2007,10007,21.97,9.8,27.88,4.693333333,23.23
Mauritania,Sweet potatoes,2008,10006,69.08,17.22,28.14,5.355555556,22.72
Mauritania,Sweet potatoes,2009,10005,51.45,4.29,27.57,5.397777778,22.63
Mauritania,Sweet potatoes,2010,10005,128.43,67.59,28.7,8.748888889,22.59
Mauritania,Sweet potatoes,2011,10004,39.98,13.35,27.87,5.437777778,22.86
Mauritania,Sweet potatoes,2012,10000,33.59,26.41,27.77,7.84,22.41
Mauritania,Sweet potatoes,2013,10000,46.77,26.41,28.24,8.115555556,23.07
Mauritania,Wheat,1990,10769,39.82,39.09,27.67,9.75,22.83
Mauritania,Wheat,1991,12000,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Wheat,1992,12340,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Wheat,1993,10000,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Wheat,1994,12145,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Wheat,1995,12868,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Wheat,1996,13062,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Wheat,1997,10000,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Wheat,1998,13986,67.03,39.09,28.52,4.0,22.33
Mauritania,Wheat,1999,14988,38.23,39.09,27.23,5.333333333,22.76
Mauritania,Wheat,2000,15271,37.24,39.09,27.66,0.0,22.74
Mauritania,Wheat,2001,15855,15.77,39.09,28.28,6.444444444,23.4
Mauritania,Wheat,2002,16541,13.01,3.2,27.84,4.853333333,23.29
Mauritania,Wheat,2004,24906,13.93,702.5,27.81,5.242222222,23.13
Mauritania,Wheat,2005,20000,35.3,1.1,28.14,5.704444444,22.49
Mauritania,Wheat,2006,21026,25.67,1.7,27.82,7.655555556,23.29
Mauritania,Wheat,2007,20000,21.97,9.8,27.88,4.693333333,23.23
Mauritania,Wheat,2008,20000,69.08,17.22,28.14,5.355555556,22.72
Mauritania,Wheat,2009,19780,51.45,4.29,27.57,5.397777778,22.63
Mauritania,Wheat,2010,20820,128.43,67.59,28.7,8.748888889,22.59
Mauritania,Wheat,2011,16018,39.98,13.35,27.87,5.437777778,22.86
Mauritania,Wheat,2012,21278,33.59,26.41,27.77,7.84,22.41
Mauritania,Wheat,2013,21172,46.77,26.41,28.24,8.115555556,23.07
Mauritania,Yams,1990,63927,39.82,39.09,27.67,9.75,22.83
Mauritania,Yams,1991,65315,68.1,39.09,27.38,12.56097561,22.65
Mauritania,Yams,1992,70000,16.29,39.09,27.52,17.34047619,22.4
Mauritania,Yams,1993,56757,66.09,39.09,27.37,10.69141531,22.69
Mauritania,Yams,1994,62500,91.79,39.09,27.24,8.888888889,22.27
Mauritania,Yams,1995,63076,66.81,39.09,27.7,8.888888889,22.49
Mauritania,Yams,1996,63045,20.48,39.09,27.93,11.11111111,22.7
Mauritania,Yams,1997,62500,52.93,39.09,28.28,3.826666667,22.53
Mauritania,Yams,1998,62742,67.03,39.09,28.52,4.0,22.33
Mauritania,Yams,1999,62712,38.23,39.09,27.23,5.333333333,22.76
